account_number,transaction_datetime,transaction_amount,post_date,merchant_number,merchant_description,merchant_info,merchant_state,merchant_category_code,transaction_number
33945,01212021 14:50:22,7.46,1232021,4450000000000,DOLLAR GENERAL,BERGENFIELD,Ohio,5331,5
31094,01122021 10:38:28,14.53,1132021,4450000000000,TST* LOCAL FOODS - KIR,HOUSTON,New Jersey,5812,18
31094,01202021 11:14:54,21.48,1212021,4450000000000,TST* LOCAL FOODS - KIR,HOUSTON,New Jersey,5812,33
20759,03202021 19:23:55,387.34,3222021,4450000000000,TST* BOB S STEAK & CHO,DALLAS,New Mexico,5812,58
28078,03252021 13:30:40,28,3262021,4450000000000,JIMMY JOHNS,GLENDALE,New Jersey,5814,2
28226,01262021 12:02:28,10.27,1282021,4450000000000,LUIGIS PIZZERIA,HOUSTON,Pennsylvania,5812,18
28226,01062021 12:12:19,10.82,1072021,4450000000000,LUIGIS PIZZERIA,HOUSTON,Pennsylvania,5812,6
32628,01062021 12:11:09,12.82,1072021,4450000000000,LUIGIS PIZZERIA,HOUSTON,California,5812,9
38829,01262021 12:03:45,14.1,1282021,4450000000000,LUIGIS PIZZERIA,HOUSTON,Ohio,5812,34
31094,01272021 11:38:46,26.74,1292021,4450000000000,TST* KAU BA SAIGON KIT,HOUSTON,New Jersey,5812,43
37466,01272021 11:39:02,26.94,1292021,4450000000000,TST* KAU BA SAIGON KIT,HOUSTON,Ohio,5812,42
33452,04052021 10:32:16,4.55,4062021,4450000000000,TST* JAMBA JUICE,CHULA VISTA,New Jersey,5812,6
33452,04062021 10:24:59,4.82,4072021,4450000000000,TST* JAMBA JUICE,CHULA VISTA,New Jersey,5812,8
33452,04092021 09:50:03,5.89,4102021,4450000000000,TST* JAMBA JUICE,CHULA VISTA,New Jersey,5812,14
33452,04052021 10:30:54,5.89,4062021,4450000000000,TST* JAMBA JUICE,CHULA VISTA,New Jersey,5812,5
32779,04042021 20:09:34,18.05,4062021,4450000000000,TST* TACOTARIAN - CASI,LAS VEGAS,New York,5812,3
31094,03082021 11:02:46,13.98,3102021,4450000000000,TST* LUA VIET KITCHEN,HOUSTON,New Jersey,5812,97
15482,03062021 12:17:36,65.66,3082021,4450000000000,TST* TREATY OAK DISTIL,DRIPPING SPRI,Kansas,5812,20
36717,04012021 12:08:06,2.17,4022021,4450000000000,HTEAO - WEBSTER,WEBSTER,Illinois,5814,37
26603,03262021 18:51:00,28,3292021,4450000000000,TST* TAPLANDS,SANTA CLARA,New York,5812,35
36717,02132021 17:37:38,132.41,2152021,4450000000000,TST* MERLION,SEABROOK,Illinois,5812,13
31452,03162021 12:47:36,20.58,3182021,4450000000000,TST* TACOS A GO GO - J,713-681-8226,Tennessee,5812,43
31094,02272021 16:56:27,12.9,3012021,4450000000000,TST* JENI S SPLENDID I,HOUSTON,New Jersey,5812,87
38206,03262021 14:25:43,4.88,3272021,4450000000000,LITTLE CAESARS,GLADSTONE,Alaska,5814,6
38206,04012021 12:34:20,6.5,4022021,4450000000000,LITTLE CAESARS,GLADSTONE,Alaska,5814,7
31094,01112021 11:47:48,11.23,1122021,4450000000000,TARKA INDIAN KITCHEN,HOUSTON,New Jersey,5812,14
31094,03152021 11:51:36,12.13,3162021,4450000000000,TARKA INDIAN KITCHEN,HOUSTON,New Jersey,5812,104
37466,03152021 11:52:50,14.79,3162021,4450000000000,TARKA INDIAN KITCHEN,HOUSTON,Ohio,5812,131
31094,03192021 05:45:45,11.63,3222021,4450000000000,KATZS WESTHEIMER,HOUSTON,New Jersey,5812,109
25770,04012021 08:50:57,23.78,4032021,4450000000000,TST* WOW WOW HAWAIIAN,PHOENIX,New Jersey,5812,59
32628,01142021 12:05:42,12.4,1162021,4450000000000,TST* BURGER JOINT MONT,HOUSTON,California,5812,20
26607,02282021 14:56:43,16.02,3012021,4450000000000,TST* SMILEY S SALOON,BOLINAS,Michigan,5812,39
16068,04082021 08:38:59,17.63,4092021,4450000000000,TST* CORNER TACO,JACKSONVILLE,New York,5812,16
25643,01282021 16:23:30,11.76,1302021,4450000000000,TST* FRENCHY S,CHICAGO,Illinois,5812,36
25643,01132021 15:09:25,7.18,1152021,4450000000000,TST* FRENCHY S,CHICAGO,Illinois,5812,24
37466,02122021 17:20:39,24.02,2152021,4450000000000,TST* GEORGIA JAMES,HOUSTON,Ohio,5812,74
31094,02122021 17:20:56,24.03,2152021,4450000000000,TST* GEORGIA JAMES,HOUSTON,New Jersey,5812,72
37466,01222021 20:39:51,50.21,1252021,4450000000000,TST* GEORGIA JAMES,HOUSTON,Ohio,5812,36
31094,01222021 20:39:38,50.22,1252021,4450000000000,TST* GEORGIA JAMES,HOUSTON,New Jersey,5812,36
37466,03042021 18:33:44,54.46,3062021,4450000000000,TST* GEORGIA JAMES,HOUSTON,Ohio,5812,109
15482,01232021 11:46:45,49.12,1252021,4450000000000,TST* VIVEL CREPES & CO,LAKEWAY,Kansas,5812,1
31593,04052021 17:03:08,41.9,4072021,4450000000000,242 PUB & GRILL - CONR,CONROE,Kansas,5812,19
31593,03212021 16:16:37,75,3232021,4450000000000,242 PUB & GRILL - CONR,CONROE,Kansas,5812,5
33717,03182021 16:35:19,91.32,3202021,4450000000000,TST* THE ROYCE - COLUM,COLUMBUS,California,5812,84
25643,01022021 15:41:42,40.5,1042021,4450000000000,TST* DESSERT GALLERY B,CHICAGO,Illinois,5812,4
31094,01082021 18:11:53,24.02,1112021,4450000000000,TST* THE HAY MERCHANT,HOUSTON,New Jersey,5812,9
37466,01082021 18:12:37,24.03,1112021,4450000000000,TST* THE HAY MERCHANT,HOUSTON,Ohio,5812,13
31094,01122021 19:03:34,30.17,1132021,4450000000000,TST* THE HAY MERCHANT,HOUSTON,New Jersey,5812,20
37466,01122021 19:03:09,30.17,1132021,4450000000000,TST* THE HAY MERCHANT,HOUSTON,Ohio,5812,16
24616,04032021 11:40:56,47.58,4052021,4450000000000,TST* ASIAN MINT - LOVE,DALLAS,Colorado,5812,4
33717,02132021 18:15:54,141.16,2152021,4450000000000,TST* NOMAD - POLARIS,COLUMBUS,California,5812,12
33717,03052021 19:09:06,205.89,3062021,4450000000000,TST* NOMAD - POLARIS,COLUMBUS,California,5812,55
33717,03262021 18:27:07,53.9,3272021,4450000000000,TST* NOMAD - POLARIS,COLUMBUS,California,5812,102
33717,04092021 18:31:11,57.28,4102021,4450000000000,TST* NOMAD - POLARIS,COLUMBUS,California,5812,116
33717,03192021 17:56:39,79.4,3202021,4450000000000,TST* NOMAD - POLARIS,COLUMBUS,California,5812,86
33717,03202021 16:57:17,88.09,3222021,4450000000000,TST* NOMAD - POLARIS,COLUMBUS,California,5812,90
26607,02272021 21:48:13,91.41,3012021,4450000000000,TST* CUCINA SA,SAN ANSELMO,Michigan,5812,38
31452,03312021 16:57:53,24.3,4012021,4450000000000,CHICKEN SALAD CHICK -,PEARLAND,Tennessee,5814,58
24029,04072021 15:34:39,10.95,4082021,4450000000000,SMOOTHIE KING,AUBREY,California,5814,20
30881,04082021 10:04:30,11.9,4092021,4450000000000,TST* SABAIDEE LEMMON,DALLAS,New Jersey,5812,24
33717,03042021 12:26:54,14.82,3052021,4450000000000,MEZEH BOWIE TOWN CENTE,BOWIE,California,5812,51
20253,04092021 18:47:11,5.39,4102021,4450000000000,STEAK N SHAKE 1101,SPRINGFIELD,Minnesota,5812,1
31094,03032021 06:10:12,16.96,3042021,4450000000000,TST* COMMON BOND MONTR,HOUSTON,New Jersey,5812,89
25770,03232021 18:16:07,17.92,3242021,4450000000000,TST* THAI CHILI 2 GO -,480-719-4757,New Jersey,5812,20
25770,03232021 18:21:46,33.45,3242021,4450000000000,TST* THAI CHILI 2 GO -,480-719-4757,New Jersey,5812,21
36717,02242021 19:09:09,72.41,2252021,4450000000000,TST* GOOD VIBES BURGER,PEARLAND,Illinois,5812,28
14829,02112021 20:39:46,11.27,2122021,4450000000000,TST* OAXACA TAQUERIA -,NEW YORK,Texas,5812,9
31094,02032021 15:07:50,80.7,2042021,4450000000000,TEASE COLOR & STYLE BA,HOUSTON,New Jersey,7230,53
43991,02042021 13:20:19,276.52,2052021,4450000000000,COSMO BLEU,BRIGHTON,Michigan,7230,26
53111,02042021 13:20:19,276.52,2052021,4450000000000,COSMO BLEU,HAMILTON,Ohio,7230,26
11111,02042021 13:20:19,276.52,2052021,4450000000000,COSMO BLEU,HOUSTON,Texas,7230,26
14281,02042021 13:20:19,276.52,2052021,4450000000000,COSMO BLEU,PRINCETON,Texas,7230,3
37466,03072021 17:24:57,108.22,3082021,4450000000000,WHOLEFDS,HOUSTON,Ohio,5411,117
37466,02112021 17:57:21,52.27,2122021,4450000000000,WHOLEFDS,HOUSTON,Ohio,5411,71
37466,01192021 17:34:42,52.62,1202021,4450000000000,WHOLEFDS,HOUSTON,Ohio,5411,28
37466,02202021 16:04:30,67.79,2222021,4450000000000,WHOLEFDS,HOUSTON,Ohio,5411,85
37466,02282021 17:31:15,87.6,3012021,4450000000000,WHOLEFDS,HOUSTON,Ohio,5411,99
37466,02142021 15:47:50,94.34,2152021,4450000000000,WHOLEFDS,HOUSTON,Ohio,5411,80
22782,03312021 13:13:29,4.29,4012021,4450000000000,CVS/PHARM,PLANT CITY,Massachusetts,5912,3
37466,03052021 15:47:53,5.39,3062021,4450000000000,CVS/PHARM,HOUSTON,Ohio,5912,111
37466,01162021 15:00:07,9.19,1182021,4450000000000,CVS/PHARM,HOUSTON,Ohio,5912,20
13868,03312021 10:06:57,10,4012021,4450000000000,CVS/PHARM,LEXINGTON,Indiana,5912,2
14829,02122021 11:51:42,19.48,2152021,4450000000000,www.cvs.com,800-746-7287,Texas,5912,11
15041,03302021 11:02:19,18.36,3312021,4450000000000,CVS/PHARM,PASADENA,Alaska,5912,3
15041,03302021 10:54:07,93.66,3312021,4450000000000,CVS/PHARM,PASADENA,Alaska,5912,2
36717,01302021 08:28:34,5.94,2012021,4450000000000,CVS/PHARM,PEARLAND,Illinois,5912,4
43991,02072021 16:36:37,3.45,2082021,4450000000000,CVS/PHARM,BRIGHTON,Michigan,5912,19
53111,02072021 16:36:37,3.45,2082021,4450000000000,CVS/PHARM,HAMILTON,Ohio,5912,19
38829,02072021 16:36:37,3.45,2082021,4450000000000,CVS/PHARM,HOUSTON,Ohio,5912,52
38829,12292020 13:05:26,3.45,12302020,4450000000000,CVS/PHARM,HOUSTON,Ohio,5912,165
11111,02072021 16:36:37,3.45,2082021,4450000000000,CVS/PHARM,HOUSTON,Texas,5912,19
15041,03302021 15:14:13,14.07,3312021,4450000000000,CVS/PHARM,CROFTON,Alaska,5912,5
25643,03102021 11:35:34,10.12,3112021,4450000000000,CVS/PHARM,CHICAGO,Illinois,5912,56
25643,03312021 14:40:38,13.38,4012021,4450000000000,CVS/PHARM,CHICAGO,Illinois,5912,65
38829,01132021 15:14:27,13.93,1142021,4450000000000,CVS/PHARM,HOUSTON,Ohio,5912,12
32628,02232021 10:22:58,19.65,2242021,4450000000000,CVS/PHARM,HOUSTON,California,5912,27
25643,02052021 18:35:20,7.04,2062021,4450000000000,CVS/PHARM,CHICAGO,Illinois,5912,40
38829,02102021 13:44:20,7.48,2112021,4450000000000,CVS/PHARM,HOUSTON,Ohio,5912,58
38829,01282021 13:32:53,8.58,1292021,4450000000000,CVS/PHARM,HOUSTON,Ohio,5912,41
30881,02122021 08:38:26,16.23,2132021,4450000000000,CVS/PHARM,DALLAS,New Jersey,5912,11
30881,01282021 07:54:05,32.25,1292021,4450000000000,CVS/PHARM,DALLAS,New Jersey,5912,1
30881,03112021 07:46:45,4.21,3122021,4450000000000,CVS/PHARM,DALLAS,New Jersey,5912,15
20759,04062021 10:29:52,24.99,4072021,4450000000000,CVS/PHARM,DALLAS,New Mexico,5912,78
20759,04062021 10:26:50,299.39,4072021,4450000000000,CVS/PHARM,DALLAS,New Mexico,5912,77
26045,04032021 06:56:02,16.3,4052021,4450000000000,PUBLIX,COLUMBIA,Hawaii,5411,2
37226,01142021 14:56:55,464.62,1152021,4450000000000,NORDSTROM,SCOTTSDALE,New York,5311,10
31452,03082021 13:40:11,10.83,3092021,4450000000000,MARSHALLS,PASADENA,Tennessee,5651,35
16068,04072021 08:56:54,9.35,4082021,4450000000000,PUBLIX,JACKSONVILLE,New York,5411,15
31452,01242021 14:33:38,14.05,1252021,4450000000000,MARSHALLS,PEARLAND,Tennessee,5651,4
32130,04032021 12:11:08,2.24,4052021,4450000000000,WEGMANS,FAIRFAX,California,5411,4
25643,01042021 12:28:54,3.59,1052021,4450000000000,WALGREENS,CHICAGO,Illinois,5912,8
25643,02102021 14:24:45,3.97,2112021,4450000000000,WALGREENS,CHICAGO,Illinois,5912,43
27014,04082021 05:53:58,14.25,4092021,4450000000000,WALGREENS,MESQUITE,New York,5912,6
27014,02052021 07:07:18,15.08,2062021,4450000000000,WALGREENS,MESQUITE,New York,5912,1
27014,02272021 11:19:31,30.23,3012021,4450000000000,WALGREENS,MESQUITE,New York,5912,3
25770,03252021 22:52:27,6.98,3262021,4450000000000,WALGREENS,PHOENIX,New Jersey,5912,27
25770,03222021 22:31:07,7,3232021,4450000000000,WALGREENS,PHOENIX,New Jersey,5912,16
25770,04072021 13:37:02,16.28,4082021,4450000000000,WALGREENS,PHOENIX,New Jersey,5912,81
25770,04022021 11:09:11,22.98,4032021,4450000000000,WALGREENS,PHOENIX,New Jersey,5912,66
25770,04052021 08:35:54,26.06,4062021,4450000000000,WALGREENS,PHOENIX,New Jersey,5912,72
25643,04022021 19:33:09,11.04,4032021,4450000000000,WALGREENS,PEARLAND,Illinois,5912,67
25643,03282021 17:45:32,11.45,3292021,4450000000000,WALGREENS,PEARLAND,Illinois,5912,62
25643,03202021 12:18:34,24.48,3222021,4450000000000,WALGREENS,PEARLAND,Illinois,5912,59
25643,02082021 18:59:44,25.04,2092021,4450000000000,WALGREENS,PEARLAND,Illinois,5912,41
25643,02282021 16:53:00,4.42,3012021,4450000000000,WALGREENS,PEARLAND,Illinois,5912,52
25643,02202021 14:07:15,4.71,2222021,4450000000000,WALGREENS,PEARLAND,Illinois,5912,45
25643,03302021 17:28:59,8.23,3312021,4450000000000,WALGREENS,PEARLAND,Illinois,5912,64
31452,03212021 12:26:00,9.6,3222021,4450000000000,WALGREENS,FRIENDSWOOD,Tennessee,5912,48
38829,12292020 12:22:04,2.26,12302020,4450000000000,WALGREENS,HOUSTON,Ohio,5912,163
20759,03192021 10:27:40,17.31,3202021,4450000000000,EATZI'S,DALLAS,New Mexico,5411,53
20759,03242021 11:02:44,6.27,3252021,4450000000000,EATZI'S,DALLAS,New Mexico,5411,64
20759,03152021 10:10:58,13.51,3162021,4450000000000,EATZI'S,DALLAS,New Mexico,5411,46
28382,04022021 19:43:33,8.66,4032021,4450000000000,WENDY'S,STOUGHTON,Arizona,5814,8
25423,04082021 12:11:31,5.85,4092021,4450000000000,WENDY'S,801-753-7055,New York,5814,3
17504,03262021 10:46:45,10.08,3272021,4450000000000,WENDY'S,PHILADELPHIA,California,5814,7
17504,03242021 11:51:34,4.35,3252021,4450000000000,WENDY'S,MANTUA,California,5814,6
25471,04072021 21:08:30,10.03,4082021,4450000000000,WENDY'S,LYNNWOOD,Texas,5814,4
31593,03232021 08:42:12,16.52,3242021,4450000000000,WENDY'S,HOUSTON,Kansas,5814,6
31593,03312021 09:36:42,17.69,4012021,4450000000000,WENDY'S,HOUSTON,Kansas,5814,10
31593,04082021 04:52:59,5.17,4092021,4450000000000,WENDY'S,HOUSTON,Kansas,5814,25
31593,04052021 05:10:37,5.83,4062021,4450000000000,WENDY'S,HOUSTON,Kansas,5814,17
31593,04072021 04:57:06,6.05,4082021,4450000000000,WENDY'S,HOUSTON,Kansas,5814,23
31593,04052021 09:13:07,6.81,4062021,4450000000000,WENDY'S,HOUSTON,Kansas,5814,18
29162,04092021 09:45:23,9.04,4102021,4450000000000,WENDY'S,LAFAYETTE,Florida,5814,1
31452,03152021 18:33:38,47.4,3162021,4450000000000,WAL-MART,PEARLAND,Tennessee,5411,41
37096,03242021 14:18:21,9.14,3252021,4450000000000,WAL-MART,KANSAS CITY,New Jersey,5411,6
36717,02122021 14:52:04,127.56,2132021,4450000000000,WAL-MART,PEARLAND,Illinois,5411,8
36717,04092021 10:31:29,130.9,4102021,4450000000000,WAL-MART,PEARLAND,Illinois,5411,47
31452,02212021 13:49:47,139.49,2222021,4450000000000,WAL-MART,PEARLAND,Tennessee,5411,20
15883,04022021 18:37:35,6.23,4032021,4450000000000,WAL-MART,KANSAS CITY,Tennessee,5411,3
38206,03222021 16:50:16,1.81,3242021,4500000000000,BECKS 18,GALESBURG,Alaska,5541,2
26522,12222020 14:31:41,2.26,12232020,4500000000000,7 ELEVEN,LEHI,Louisiana,5541,6
36620,03232021 14:39:52,20.86,3252021,4500000000000,SEI 38170,COMMERCE CITY,New York,5541,3
25643,01122021 20:52:40,13.82,1142021,5980000000000,CHICK-FIL-A,PEARLAND,Illinois,5814,20
25643,01022021 16:09:29,2.59,1042021,5980000000000,CHICK-FIL-A,PEARLAND,Illinois,5814,5
25643,01082021 19:12:22,5.83,1112021,5980000000000,CHICK-FIL-A,PEARLAND,Illinois,5814,16
38829,04012021 03:16:44,1263.27,4022021,8010000000000,230 WEST ALABAMA APART,713-529-8707,Ohio,7299,129
38829,03012021 04:20:08,1266.56,3022021,8010000000000,230 WEST ALABAMA APART,713-529-8707,Ohio,7299,76
30881,03032021 10:37:08,18,3042021,8790000000000,CARMEL CAR WASH,DALLAS,New Jersey,7542,14
37226,02192021 11:53:50,44.92,2202021,8790000000000,ROSATIS PIZZA - SCOTT,SCOTTSDALE,New York,5812,53
43991,03182021 16:49:25,149.8,3192021,8790000000000,ENO TERRA,BRIGHTON,Michigan,5812,27
53111,03182021 16:49:25,149.8,3192021,8790000000000,ENO TERRA,HAMILTON,Ohio,5812,27
11111,03182021 16:49:25,149.8,3192021,8790000000000,ENO TERRA,HOUSTON,Texas,5812,27
14281,03182021 16:49:25,149.8,3192021,8790000000000,ENO TERRA,KINGSTON,Texas,5812,6
33717,04062021 09:53:23,8.41,4072021,8790000000000,JIMMY JOHNS,EASTON,California,5814,108
31815,04062021 12:31:45,2.99,4072021,8790000000000,CARDS & GIFTS ON 6TH,BIRMINGHAM,North Carolina,5947,8
31815,04052021 12:20:39,2.99,4062021,8790000000000,CARDS & GIFTS ON 6TH,BIRMINGHAM,North Carolina,5947,7
31815,04012021 11:44:28,2.99,4022021,8790000000000,CARDS & GIFTS ON 6TH,BIRMINGHAM,North Carolina,5947,3
31815,04082021 12:05:45,4.09,4092021,8790000000000,CARDS & GIFTS ON 6TH,BIRMINGHAM,North Carolina,5947,13
21777,03312021 11:09:14,7.84,4012021,8790000000000,BLOOMINGTON MARKET,SAINT GEORGE,New Jersey,5812,1
33717,03212021 07:36:26,26.46,3222021,8790000000000,JIMMY JOHNS,COLUMBUS,California,5814,91
30881,03132021 10:29:49,5.25,3152021,8790000000000,WAVE WASH - DALLAS 1,DALLAS,New Jersey,7542,18
26603,03202021 19:49:21,14.72,3222021,8790000000000,ARMADILLO WILLYS BBQ -,SANTA CLARA,New York,5812,30
33717,03122021 09:29:47,33,3152021,8790000000000,BLUE STAR BARBERSHOP,COLUMBUS,California,7298,65
33717,02102021 15:23:52,33,2122021,8790000000000,BLUE STAR BARBERSHOP,COLUMBUS,California,7298,5
14281,01222021 12:41:38,4.69,1232021,14200000000000,WAWA 306      00003061,ROCKY HILL,Texas,5499,1
33717,03122021 18:55:23,103.12,3152021,18300000000000,KENGO SUSHI AND YAKITO,TOLEDO,California,5812,68
32922,02092021 18:40:17,100,2112021,19000000000000,MOE S ROADHOUSE,SCOTTSDALE,New Jersey,5812,1
32922,02232021 18:32:36,111.15,2252021,19000000000000,MOE S ROADHOUSE,SCOTTSDALE,New Jersey,5812,13
15482,01232021 12:42:46,25.96,1252021,19300000000000,GOODWILL 1243-LAKEWAY,LAKEWAY,Kansas,5931,2
15482,01232021 12:44:14,6.48,1252021,19300000000000,GOODWILL 1243-LAKEWAY,LAKEWAY,Kansas,5931,3
27486,04042021 12:34:26,5.35,4052021,20900000000000,FAMILY DOLLAR,CONYERS,Oregon,5331,12
30881,04062021 12:40:29,4.32,4072021,23900000000000,O'REILLY AUTO PARTS 55,DALLAS,New Jersey,5533,23
34882,04052021 05:54:09,10,4062021,26200000000000,Starbucks,800-782-7282,California,5814,2
28226,03182021 02:48:50,145.05,3202021,29100000000000,FARMERS INS BILLING,877-327-6392,Pennsylvania,5960,57
18054,03022021 12:57:42,13,3032021,29500000000000,BIRYANI POT,HOUSTON,South Dakota,5812,22
18054,01132021 12:08:07,13,1142021,29500000000000,BIRYANI POT,HOUSTON,South Dakota,5812,3
18054,03052021 12:24:37,13,3062021,29500000000000,BIRYANI POT,HOUSTON,South Dakota,5812,29
18054,02092021 12:33:56,13,2102021,29500000000000,BIRYANI POT,HOUSTON,South Dakota,5812,19
18054,03142021 19:27:00,65,3152021,29500000000000,BIRYANI POT,HOUSTON,South Dakota,5812,30
37466,01292021 09:51:30,12.99,1302021,29500000000000,GOGO UAL INFLT WIFI,877-350-0038,Ohio,4816,45
27694,03222021 16:30:10,45.24,3232021,29800000000000,AT&T*BILL PAYMENT,800-288-2020,Texas,4899,1
28226,04052021 21:44:29,61.08,4072021,29900000000000,AT&T   *PAYMENT,800-288-2020,Pennsylvania,4899,73
28226,12302020 11:01:50,7.11,1012021,30400000000000,HARRIS BURG CORNER STO,HOUSTON,Pennsylvania,5541,80
30881,02222021 10:53:37,46,2242021,36200000000000,RACETRAC569   00005694,DALLAS,New Jersey,5542,13
14829,03102021 19:22:27,74.6,3122021,40000000000000,ISLE OF CAPRI,NEW YORK,Texas,5812,17
37466,03032021 14:37:47,10.2,3042021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,106
31094,02232021 15:51:03,10.47,2242021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,80
31094,04082021 14:12:45,10.74,4092021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,130
37466,12282020 13:15:35,11.01,12292020,53900000000000,SQ *TOUT SUITE - EADO,HOUSTON,Ohio,5814,170
31094,04062021 14:44:23,11.28,4072021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,128
31094,02052021 14:37:39,11.55,2062021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,59
25643,01242021 14:44:51,11.74,1252021,53900000000000,SQ *BLACK HOLE COFFEE,CHICAGO,Illinois,5814,35
31094,03112021 14:37:28,11.82,3122021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,102
31094,01082021 10:39:21,12.31,1092021,53900000000000,SQ *FELLINI CAFE HOUST,HOUSTON,New Jersey,5499,8
37466,01222021 11:39:40,12.31,1232021,53900000000000,SQ *FELLINI CAFE HOUST,HOUSTON,Ohio,5499,33
31452,03042021 17:55:29,122.7,3052021,53900000000000,SQ *BROOKE'S BOUTIQUE,PEARLAND,Tennessee,5399,30
31094,03262021 13:40:11,13.18,3272021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,122
31094,01192021 08:42:45,13.18,1202021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,31
15482,02272021 11:38:34,14.32,3012021,53900000000000,SQ *SUMMER MOON COFFEE,AUSTIN,Kansas,5499,17
15482,03282021 08:40:45,14.66,3292021,53900000000000,SQ *CRAFTWORK COFFEE C,Fort Worth,Kansas,5499,27
28226,01272021 12:48:28,16.24,1282021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Pennsylvania,5814,19
28226,01042021 09:05:51,18.06,1052021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Pennsylvania,5814,1
31094,12292020 10:57:17,18.67,12302020,53900000000000,SQ *TOUT SUITE - EADO,HOUSTON,New Jersey,5814,140
37466,01042021 08:47:18,19.13,1052021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,6
37466,02262021 07:58:17,19.57,2272021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,95
26607,02172021 15:48:09,2.69,2182021,53900000000000,SQ *VIBE NEWPORT BEACH,NEWPORT BEACH,Michigan,5812,33
37466,12302020 10:35:00,20.8,12312020,53900000000000,SQ *TOUT SUITE - EADO,HOUSTON,Ohio,5814,175
37466,12292020 10:58:54,20.8,12302020,53900000000000,SQ *TOUT SUITE - EADO,HOUSTON,Ohio,5814,172
38829,02022021 06:59:49,3,2032021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,46
37466,03162021 12:37:31,3.21,3172021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,135
38829,01192021 08:51:15,3.5,1202021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,16
31094,03252021 12:31:14,3.71,3262021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,119
38829,01212021 07:18:50,3.71,1222021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,22
37466,03242021 13:06:13,3.75,3252021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,148
37466,01272021 08:14:07,3.98,1282021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,41
38829,03112021 08:44:56,3.98,3122021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,100
31094,02092021 11:15:24,3.98,2102021,53900000000000,SQ *FELLINI CAFE HOUST,HOUSTON,New Jersey,5499,65
37466,02102021 06:18:15,4.02,2112021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,63
37466,01212021 14:53:01,4.02,1222021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,31
31094,01122021 11:30:04,4.25,1132021,53900000000000,SQ *FELLINI CAFE HOUST,HOUSTON,New Jersey,5499,19
37466,01152021 12:44:34,4.29,1162021,53900000000000,SQ *FELLINI CAFE HOUST,HOUSTON,Ohio,5499,18
31094,01272021 08:13:10,4.52,1282021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,42
31094,02042021 08:22:46,4.52,2052021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,55
31094,01252021 08:59:49,4.52,1262021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,38
31094,01112021 12:27:46,4.52,1122021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,15
31094,03082021 09:05:21,4.52,3092021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,New Jersey,5814,96
37466,03082021 09:05:42,4.52,3092021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,118
37466,01272021 06:34:39,4.52,1282021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,40
37466,01282021 07:49:03,4.52,1292021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,43
37466,02092021 11:16:14,4.56,2102021,53900000000000,SQ *FELLINI CAFE HOUST,HOUSTON,Ohio,5499,61
37466,02232021 06:44:06,4.77,2242021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,90
37466,02112021 06:05:07,4.77,2122021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,69
37466,02042021 08:24:04,4.77,2052021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,52
37466,03012021 05:56:12,4.77,3022021,53900000000000,SQ *BLACK HOLE COFFEE,HOUSTON,Ohio,5814,101
